year,plant_name,oil,gas,coal,hydro,wind,solar,storage,other,aea_energy_region,source,data_version
2014,Deering,606.627,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Kotzebue,17116.335,0,0,0,4625.497,0,0,0,Northwest Arctic,PCE,Early Release
2014,Ambler,1234.382,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Kiana,1554.2,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Kivalina,1220.661,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Noatak,1791.85,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Noorvik,1863.79,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Selawik,2594.496,0,0,0,47.939,0,0,0,Northwest Arctic,PCE,Early Release
2014,Shungnak,1633.556,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2014,Kobuk,0,0,0,0,0,0,0,0,Northwest Arctic,,Early Release
2014,Anchorage 1,39.45,33602.55,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Eklutna Hydro Project,0,0,0,83110,0,0,0,0,Railbelt,EIA923,Early Release
2014,George M Sullivan Generation Plant 2,987.859,492729.141,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Aurora Energy LLC Chena,0,0,191062,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Beluga,0,1216481,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Cooper Lake,0,0,0,32050,0,0,0,0,Railbelt,EIA923,Early Release
2014,Southcentral Power Project,0,909356,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Fort Greely Power Plant,119.56,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Utility Plants Section,0,0,71042.994,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,JBER Landfill Gas Power Plant,0,56167,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Delta Wind Farm,0,0,0,0,4500,0,0,0,Railbelt,EIA923,Early Release
2014,Fire Island Wind,0,0,0,0,47813,0,0,0,Railbelt,EIA923,Early Release
2014,Battery Energy Storage System,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,Delta Power,-121,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Eva Creek Wind,0,0,0,0,71779,0,0,0,Railbelt,EIA923,Early Release
2014,Fairbanks,7085,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Healy,293.044,0,185611.956,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,North Pole,313855,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Bernice Lake,0,17447,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Bradley Lake,0,0,0,432575,0,0,0,0,Railbelt,EIA923,Early Release
2014,Nikiski Co-Generation,0,371284,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Seldovia,444,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Soldotna,0,46481,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Eklutna Generation Station,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,Seward,49,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Tesoro Kenai Cogeneration Plant,0,67069.24,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,University of Alaska Fairbanks,2827.932,2161.112,42366.231,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Eielson AFB Central Heat & Power Plant,55,0,68209,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,Agrium Kenai Nitrogen Operations,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,AWWU Conduit,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,International,0,862,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2014,GVEA Solar Farm,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,Willow Solar,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2014,Lake Dorothy Hydroelectric Project,0,0,0,83600,0,0,0,0,Southeast,EIA923,Early Release
2014,Lemon Creek,181,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Salmon Creek 1,0,0,0,22116,0,0,0,0,Southeast,EIA923,Early Release
2014,Snettisham,0,0,0,285599,0,0,0,0,Southeast,EIA923,Early Release
2014,Elfin Cove,279.623,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Black Bear Lake,0,0,0,21145,0,0,0,0,Southeast,EIA923,Early Release
2014,Goat Lake Hydro,0,0,0,15140,0,0,0,0,Southeast,EIA923,Early Release
2014,Angoon,1812.726,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Hoonah,4595.68,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Kake,2838.967,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Chilkat Valley,0,0,0,1002.42,0,0,0,0,Southeast,PCE,Early Release
2014,Kasidaya Creek Hydro,0,0,0,8640,0,0,0,0,Southeast,EIA923,Early Release
2014,Beaver Falls,0,0,0,45508,0,0,0,0,Southeast,EIA923,Early Release
2014,Ketchikan,0,0,0,24429,0,0,0,0,Southeast,EIA923,Early Release
2014,S W Bailey,-262.90199,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Silvis,0,0,0,13723,0,0,0,0,Southeast,EIA923,Early Release
2014,Swan Lake,0,0,0,66187,0,0,0,0,Southeast,EIA923,Early Release
2014,Whitman,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,South Fork,0,0,0,5875,0,0,0,0,Southeast,EIA923,Early Release
2014,Centennial,-39,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Craig,306,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Chester Lake,0,0,0,5966,0,0,0,0,Southeast,EIA923,Early Release
2014,Purple Lake,0,0,0,15660,0,0,0,0,Southeast,EIA923,Early Release
2014,False Island,818,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Haines,214.889,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Pelican,3,0,0,1097,0,0,0,0,Southeast,EIA923,Early Release
2014,Blind Slough,732.06,0,0,13108,0,0,0,0,Southeast,EIA923,Early Release
2014,Hydaburg,13,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Klawock Power Generation Station,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Blue Lake Hydro,0,0,0,40707,0,0,0,0,Southeast,EIA923,Early Release
2014,Green Lake,0,0,0,70792,0,0,0,0,Southeast,EIA923,Early Release
2014,Jarvis Street,251,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Tyee Lake Hydroelectric Facility,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Tenakee Springs,372.622,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Skagway,56.56,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Wrangell,673,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Thorne Bay Plant,-24,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Gustavus,3.2,0,0,892.872,0,0,0,0,Southeast,PCE,Early Release
2014,Whale Pass,318.36,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Annex Creek,0,0,0,27380,0,0,0,0,Southeast,EIA923,Early Release
2014,Auke Bay,0,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Yakutat,6161.54,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Gold Creek,18,0,0,5634,0,0,0,0,Southeast,EIA923,Early Release
2014,Industrial Plant,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Klukwan,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,10 Mile Creek,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Mahoney Lake Hydroelectric,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Viking,-15,0,0,0,0,0,0,0,Southeast,EIA923,Early Release
2014,Coffman Cove,14.948,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Hollis,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Dewey Lakes ,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Lutak,0,0,0,0,0,0,0,0,Southeast,,Early Release
2014,Naukati Bay,431.712,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Ekwok,497.694,0,0,0,0,0,0,0,Southeast,PCE,Early Release
2014,Stevens Village,117.351,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Arctic Village,528.768,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Beaver,264.725,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Birch Creek,0,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,,Early Release
2014,Chalkyitsik,273.641,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Circle,389.24,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Galena Electric Utility,5842.295,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Central,571.3,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Gwitchyaa Zhee,2976.232,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Hughes,441.982,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Koyukuk,298.998,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,McGrath,2558.26,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Nikolai,437.054,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Rampart,0,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,,Early Release
2014,Ruby,678.94,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Takotna,72.576,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Tanana,1125.926,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Northway,1169.6,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Manley Hot Springs,445.063,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Venetie,658.4,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Tok,9012.12,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Allakaket,634.584,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Bettles,557.697,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Eagle,663.28,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Healy Lake,26.304,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Anvik,410.482,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Grayling,592.948,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Holy Cross,627.226,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Huslia,955.386,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Kaltag,700.063,0,0,0,0,8.649,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Minto,614.149,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Nulato,1002.902,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Shageluk,380.435,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,PCE,Early Release
2014,Tetlin,0,0,0,0,0,0,0,0,Yukon-Koyukuk/Upper Tanana,,Early Release
2014,Dry Spruce Bay (Creek),0,0,0,0,0,0,0,0,Kodiak,,Early Release
2015,Atka,141.865,0,0,371.32,0,0,0,0,Aleutians,PCE,Early Release
2015,False Pass,647.112,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,Cold Bay,2436.21,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,King Cove,1711.320841,0,0,2760,0,0,0,0,Aleutians,PCE,Early Release
2015,Nelson Lagoon,327.582,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,Saint George,604.591,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,Saint Paul,0,0,0,0,707.205,0,0,0,Aleutians,PCE,Early Release
2015,Adak,2017.68,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,Sand Point,751.33,0,0,0,742.247,0,0,0,Aleutians,PCE,Early Release
2015,Nikolski,201.31,0,0,0,0,0,0,0,Aleutians,PCE,Early Release
2015,Dutch Harbor,39395,0,0,0,0,0,0,0,Aleutians,EIA923,Early Release
2015,Unalaska Power Module,726,0,0,0,0,0,0,0,Aleutians,EIA923,Early Release
2015,Unisea G 2,26575.322,0,0,0,0,0,0,4760.678,Aleutians,EIA923,Early Release
2015,Westward Seafoods,19096,0,0,0,0,0,0,0,Aleutians,EIA923,Early Release
2015,Akutan,285.172,0,0,2.142,0,0,0,0,Aleutians,PCE,Early Release
2015,Unalaska,0,0,0,0,0,0,0,0,Aleutians,,Early Release
2015,Diomede,0,0,0,0,0,0,0,0,Bering Straits,,Early Release
2015,Golovin,941.408,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Snake River,29764.067,0,0,0,1813.801,0,0,0,Bering Straits,PCE,Early Release
2015,Unalakleet,3634.779,0,0,0,986.523,0,0,0,Bering Straits,PCE,Early Release
2015,White Mountain,767.3,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Brevig Mission,1143.206,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Elim,1263.825,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Gambell,1415.804,0,0,0,535.705,0,0,0,Bering Straits,PCE,Early Release
2015,Koyuk,1252.986,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Savoonga,1920.836,0,0,0,258.538,0,0,0,Bering Straits,PCE,Early Release
2015,Shishmaref,1671.336,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Stebbins,2219.982,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Shaktoolik,794.51,0,0,0,329.269,0,0,0,Bering Straits,PCE,Early Release
2015,Teller,851.047,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Wales,622.391,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Saint Michael,1130.45,0,0,0,0,0,0,0,Bering Straits,PCE,Early Release
2015,Chignik Lagoon,80.819,0,0,561.994,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Chignik Lake,370.636,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Chignik,898.57,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Clark's Point,249.44,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Egegik,642.311,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Igiugig,349.167,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Newhalen,34.376,0,0,3746.996,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Kokhanok,420,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Levelock,475.619,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Manokotak,1488.142328,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Naknek,22412.982,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Koliganek,747.389,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Dillingham,18511.6,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Pedro Bay,194.16,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Pilot Point,435.688,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Port Heiden,576.538508,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Port Alsworth,882.193,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,New Stuyahok,1384.652,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Togiak,3002.202,0,0,0,0,0,0,0,Bristol Bay,PCE,Early Release
2015,Perryville,254.092,0,0,0,7.168,0.306,0,0,Bristol Bay,PCE,Early Release
2015,Chenega Bay,247.922,0,0,0,0,0,0,0,Copper River/Chugach,PCE,Early Release
2015,Chitina,468.762,0,0,0,0,0,0,0,Copper River/Chugach,PCE,Early Release
2015,Allison Creek Hydro,0,0,0,0,0,0,0,0,Copper River/Chugach,,Early Release
2015,Glennallen,8630,0,0,0,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Solomon Gulch,0,0,0,55982,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Valdez,2233,0,0,0,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Valdez Cogen,21316,0,0,0,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Eyak Service Center BESS,0,0,0,0,0,0,0,0,Copper River/Chugach,,Early Release
2015,Humpback Creek,0,0,0,3051,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Orca,7739,0,0,0,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Power Creek,0,0,0,17811,0,0,0,0,Copper River/Chugach,EIA923,Early Release
2015,Tatitlek,440.8449119,0,0,0,0,0,0,0,Copper River/Chugach,PCE,Early Release
2015,"Cordova, Eyak",0,0,0,0,0,0,0,0,Copper River/Chugach,,Early Release
2015,Slana,1171.2,0,0,0,0,0,0,0,Copper River/Chugach,PCE,Early Release
2015,Chistochina,179.34,0,0,0,0,0,0,0,Copper River/Chugach,PCE,Early Release
2015,Mentasta Lake,0,0,0,0,0,0,0,0,Copper River/Chugach,,Early Release
2015,Karluk,208.071,0,0,0,0,0,0,0,Kodiak,PCE,Early Release
2015,ESS Battery Microgrid,0,0,0,0,0,0,0,0,Kodiak,,Early Release
2015,Flywheel Energy Storage System Microgrid,0,0,0,0,0,0,0,0,Kodiak,,Early Release
2015,Kodiak Microgrid,0,0,0,0,0,0,0,0,Kodiak,EIA923,Early Release
2015,Nymans Plant Microgrid,0,0,0,0,0,0,0,0,Kodiak,EIA923,Early Release
2015,Pillar Mountain Wind Project Microgrid,0,0,0,0,29107,0,0,0,Kodiak,EIA923,Early Release
2015,Swampy Acres Microgrid,0,0,0,0,0,0,0,0,Kodiak,EIA923,Early Release
2015,Terror Lake Microgrid,0,0,0,128893,0,0,0,0,Kodiak,EIA923,Early Release
2015,Akhiok,257.111,0,0,0,0,0,0,0,Kodiak,PCE,Early Release
2015,Ouzinkie,366.0909,0,0,401.256,0,0,0,0,Kodiak,PCE,Early Release
2015,Old Harbor,835.282,0,0,0,0,0,0,0,Kodiak,PCE,Early Release
2015,Port Lions Microgrid,0,0,0,0,0,0,0,0,Kodiak,EIA923,Early Release
2015,Larsen Bay,5.812168027,0,0,484.862,0,0,0,0,Kodiak,PCE,Early Release
2015,Aniak,2673.8,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Atmautluak,692.7507094,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kipnuk,1883.748,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kwethluk,1620.721,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kwigillingok,914.4566743,0,0,0,519.737,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Lime Village,79.428,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Chuathbaluk,278.162,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Crooked Creek,241.174,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Red Devil,67.426,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Sleetmute,260.8287089,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Stony River,118.6771428,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Napaskiak,982.837,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Chefornak,1593.556,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Nunam Iqua,885.866,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kongiganak,301.5202507,0,0,0,231.357,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Tuntutuliak,0,0,0,0,67.743,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Newtok,443.6057,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Akiachak,1951.908,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Akiak,1067.311,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Alakanuk,2161.015,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Bethel,42481.8,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Chevak,1653.595,0,0,0,922.659,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Emmonak,3580.176,0,0,0,337.661,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Hooper Bay,2789.967,0,0,0,499.906,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kasigluk,2749.219,0,0,0,378.784,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kotlik,2010.883,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Marshall,1506.366,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Pilot Station,1809.641,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Quinhagak,1754.134,0,0,0,485.175,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Saint Mary's,3070.399,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Scammon Bay,1671.054,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Toksook Bay,2871.147,0,0,0,729.037,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Kalskag,1393.635,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Eek,879.54,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Goodnews Bay,680.65,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Mekoryuk,753.95,0,0,0,199.021,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Russian Mission,997.381,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Napakiak,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Platinum,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Mountain Village,2884.924,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,PCE,Early Release
2015,Nunapitchuk,-15,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,EIA923,Early Release
2015,Nightmute,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Pitkas Point,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Tununak,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Lower Kalskag,0,0,0,0,0,0,0,0,Lower Yukon-Kuskokwim,,Early Release
2015,Barrow,1.588,50110.412,0,0,0,0,0,0,North Slope,EIA923,Early Release
2015,Anaktuvuk Pass,4110,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,Atqasuk,3442.36,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,Kaktovik,4733.1,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,Nuiqsut,392.256,6250.744,0,0,0,0,0,0,North Slope,EIA923,Early Release
2015,Point Hope,6584.988306,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,Point Lay,3577.981,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,Wainwright,7296.27,0,0,0,0,0,0,0,North Slope,PCE,Early Release
2015,TNSG North Plant,0,79920,0,0,0,0,0,0,North Slope,EIA923,Early Release
2015,TNSG South Plant,0,801,0,0,0,0,0,0,North Slope,EIA923,Early Release
2015,Buckland,1733.571748,0,0,0,73.84,0,0,0,Northwest Arctic,PCE,Early Release
2015,Deering,700.837073,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Kotzebue,18117.048,0,0,0,3319.995,0,0,0,Northwest Arctic,PCE,Early Release
2015,Ambler,1492.79,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Kiana,1617.644,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Kivalina,1214.445,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Noatak,1837.843,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Noorvik,1976.306,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Selawik,2678.128,0,0,0,104.58,0,0,0,Northwest Arctic,PCE,Early Release
2015,Shungnak,1578.936,0,0,0,0,0,0,0,Northwest Arctic,PCE,Early Release
2015,Kobuk,0,0,0,0,0,0,0,0,Northwest Arctic,,Early Release
2015,Anchorage 1,22.908,47759.092,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Eklutna Hydro Project,0,0,0,92243,0,0,0,0,Railbelt,EIA923,Early Release
2015,George M Sullivan Generation Plant 2,835.771,653306.229,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Aurora Energy LLC Chena,0,0,198296,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Beluga,0,381942,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Cooper Lake,0,0,0,16425,0,0,0,0,Railbelt,EIA923,Early Release
2015,Southcentral Power Project,0,867954,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Fort Greely Power Plant,101.92,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Utility Plants Section,0,0,119233.486,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,JBER Landfill Gas Power Plant,0,50132,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Delta Wind Farm,0,0,0,0,4000,0,0,0,Railbelt,EIA923,Early Release
2015,Fire Island Wind,0,0,0,0,50562,0,0,0,Railbelt,EIA923,Early Release
2015,Battery Energy Storage System,0,0,0,0,0,0,0,0,Railbelt,,Early Release
2015,Delta Power,-183,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Eva Creek Wind,0,0,0,0,72784,0,0,0,Railbelt,EIA923,Early Release
2015,Fairbanks,5842,0,0,0,0,0,0,0,Railbelt,EIA923,Early Release
2015,Healy,6590.568,0,241117.217,0,0,0,0,0,Railbelt,EIA923,Early Release
