year,plant_name,oil,gas,coal,hydro,wind,solar,storage,other,aea_energy_region,source,data_version
2011,Ekwok,261.5155,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Elim,1159.445,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Emmonak,3089.884,0,0,0,80.325,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Gambell,1495.881,0,0,0,387.204,,,,Bering Straits,PCE,Final
2011,Goodnews Bay,773.073,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Grayling,569.047,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Holy Cross,594.372,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Hooper Bay,2711.468,0,0,0,543.096,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Huslia,1005.8,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Upper Kalskag,1472.206,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Kaltag,727.038,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Kasigluk,2286.42,0,0,0,496.85,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Kiana,1511.732,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Kivalina,1212.085,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Kotlik,1966.457,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Koyuk,1315.918,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Upper Kalskag,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Marshall,1644.176,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Mekoryuk,708.831,0,0,0,238.706,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Minto,652.663,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Mountain Village,2796.866,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,New Stuyahok,1466.378,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Nightmute,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Noatak,1800.64,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Noorvik,2001.474,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Nulato,1110.214,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Nunapitchuk,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Old Harbor,788.019,0,0,0,0,,,,Kodiak,PCE,Final
2011,Pilot Station,1750.671,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Saint Mary's,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Quinhagak,1415.165,0,0,0,409.24,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Russian Mission,1123.786,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Saint Mary's,3172.434,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Saint Michael,1734.962,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Savoonga,1753.637,0,0,0,359.924,,,,Bering Straits,PCE,Final
2011,Scammon Bay,1735.552,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Selawik,2745.755,0,0,0,107.907,,,,Northwest Arctic,PCE,Final
2011,Shageluk,369.015,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Shaktoolik,903.839,0,0,0,0.082,,,,Bering Straits,PCE,Final
2011,Shishmaref,1593.91,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Shungnak,1527.344,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Stebbins,1354.235,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Teller,837.989,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Togiak,3044.756,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Toksook Bay,2592.108,0,0,0,559.973,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Tununak,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Wales,582.095,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Karluk,252.608,0,0,0,0,,,,Kodiak,PCE,Final
2011,Anchorage 1,48.345,91290.655,0,0,0,,,,Railbelt,EIA,Final
2011,Eklutna Lake,0,0,0,66088,0,,,,Railbelt,EIA,Final
2011,George M Sullivan Generation Plant 2,328,1082675,0,0,0,,,,Railbelt,EIA,Final
2011,Aniak,2618.598,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Atka,444.322,0,0,0,0,,,,Aleutians,PCE,Final
2011,Atmautluak,796.814,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Aurora Energy,0,0,209150,0,0,,,,Railbelt,EIA,Final
2011,Banner Peak Wind Farm,0,0,0,0,955,,,,Bering Straits,PCE,Final
2011,Barrow,0,50211,0,0,0,,,,North Slope,EIA,Final
2011,Beaver,318.03,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Bethel,41800,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Buckland,1592.204,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Chalkyitsik,304.165,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Chenega Bay,308.276,0,0,0,0,,,,Copper River/Chugach,PCE,Final
2011,Chignik Lagoon,506.531,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Chignik Lake,199.043,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Chignik,868.082,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Chitina,519.236,0,0,0,0,,,,Copper River/Chugach,PCE,Final
2011,Beluga,0,2281306,0,0,0,,,,Railbelt,EIA,Final
2011,Bernice Lake,41995,0,0,0,0,,,,Railbelt,EIA,Final
2011,Cooper Lake,0,0,0,28759,0,,,,Railbelt,EIA,Final
2011,International,21789,0,0,0,0,,,,Railbelt,EIA,Final
2011,Circle,389.51,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Glennallen,15113,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2011,Solomon Gulch,0,0,0,46189,0,,,,Copper River/Chugach,EIA,Final
2011,Valdez,7338,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2011,Valdez Cogen,17519,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2011,Orca,9068,0,0,0,0,,,,Copper River/Chugach,PCE,Final
2011,Power Creek,0,0,0,16759.928,0,,,,Copper River/Chugach,PCE,Final
2011,Diomede,438.7359,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Egegik,281.745,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Elfin Cove,277.4572,0,0,0,0,,,,Southeast,PCE,Final
2011,False Pass,461.351,0,0,0,0,,,,Aleutians,PCE,Final
2011,Cold Bay,2566.921,0,0,0,0,,,,Aleutians,PCE,Final
2011,Galena,2907.345,,,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Central,474.603,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Delta Power,-170,0,0,0,0,,,,Railbelt,EIA,Final
2011,Fairbanks,8529,0,0,0,0,,,,Railbelt,EIA,Final
2011,Healy,178,0,178010,0,0,,,,Railbelt,EIA,Final
2011,North Pole,486542,0,0,0,0,,,,Railbelt,EIA,Final
2011,Golovin,755.701,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Falls Creek,0,0,0,1955,0,,,,Southeast,PCE,Final
2011,Gustavus,98.19696,0,0,0,0,,,,Southeast,PCE,Final
2011,Fort Yukon,3061.62,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Nikiski Co-Generation,0,276289,0,0,0,,,,Railbelt,EIA,Final
2011,Seldovia,143,0,0,0,0,,,,Railbelt,EIA,Final
2011,Bradley Lake,0,0,0,303900,0,,,,Railbelt,EIA,Final
2011,Hughes,372.295,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Igiugig,307.718455,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Newhalen,84.087,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Tazimina,0,0,0,3566.238,0,,,,Bristol Bay,PCE,Final
2011,Angoon,2025.215,0,0,0,0,,,,Southeast,PCE,Final
2011,Chilkat Valley,-68.44091,0,0,183.54,0,,,,Southeast,PCE,Final
2011,Hoonah,4816.875,0,0,0,0,,,,Southeast,PCE,Final
2011,Kake,2769.488,0,0,0,0,,,,Southeast,PCE,Final
2011,Klukwan,0,0,0,0,0,,,,Southeast,PCE,Final
2011,Deering,336.347,,,0,0,,,,Northwest Arctic,PCE,Final
2011,Beaver Falls,0,0,0,46676,0,,,,Southeast,EIA,Final
2011,Ketchikan,0,0,0,22625,0,,,,Southeast,EIA,Final
2011,S W Bailey,2603,0,0,0,0,,,,Southeast,EIA,Final
2011,Silvis,0,0,0,12871,0,,,,Southeast,EIA,Final
2011,Swan Lake,0,0,0,90502,0,,,,Southeast,EIA,Final
2011,King Cove,1712.346,0,0,3102.464,0,,,,Aleutians,PCE,Final
2011,Kipnuk,1583.208,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Kobuk,0,0,0,0,0,,,,Northwest Arctic,PCE,Final
2011,Kodiak,18214,0,0,0,0,,,,Kodiak,EIA,Final
2011,Nymans Plant,3568,0,0,0,0,,,,Kodiak,EIA,Final
2011,Pillar Mountain,0,0,0,0,12364,,,,Kodiak,EIA,Final
2011,Port Lions,70,0,0,0,0,,,,Kodiak,EIA,Final
2011,Terror Lake,0,0,0,114186,0,,,,Kodiak,EIA,Final
2011,Kokhanok,406.922,0,0,0,66.449,,,,Bristol Bay,PCE,Final
2011,Kotzebue,20300,0,0,0,1502.537,,,,Northwest Arctic,PCE,Final
2011,Koyukuk,314.147,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Kwethluk,1377.593,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Kwigillingok,1168.266,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Larsen Bay,159.17355,0,0,342.385,0,,,,Kodiak,PCE,Final
2011,Levelock,472.118,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Lime Village,32.903,,,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Manokotak,1365.719,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,McGrath,2840.704,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Centennial,65,0,0,0,0,,,,Southeast,EIA,Final
2011,Chester Lake,0,0,0,5129,0,,,,Southeast,EIA,Final
2011,Purple Lake,0,0,0,15040,0,,,,Southeast,EIA,Final
2011,Chuathbaluk,220.9848,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Crooked Creek,302.6524,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Red Devil,106.4297,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Sleetmute,259.1367,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Stony River,128.072,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Naknek,19900,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Napakiak,0,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Napaskiak,979.45,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Chefornak,1630.624,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Perryville,176.4313,0,0,0,15.799,,,,Bristol Bay,PCE,Final
2011,Nelson Lagoon,392.2319,0,0,0,0,,,,Aleutians,PCE,Final
2011,Koliganek,648.44,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Nikolai,399.2111,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Snake River,33500,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Anaktuvuk Pass,3599,0,0,0,0,,,,North Slope,EIA,Final
2011,Atqasuk,3241,0,0,0,0,,,,North Slope,EIA,Final
2011,Kaktovik,4550,0,0,0,0,,,,North Slope,EIA,Final
2011,Nuiqsut,1754,1475,0,0,0,,,,North Slope,EIA,Final
2011,Point Hope,6153,0,0,0,0,,,,North Slope,EIA,Final
2011,Point Lay,3085,0,0,0,0,,,,North Slope,EIA,Final
2011,Wainwright,6258,0,0,0,0,,,,North Slope,EIA,Final
2011,Sheldon Point,829.249,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Dillingham,18800,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Ouzinkie,328.82,0,0,0,0,,,,Kodiak,PCE,Final
2011,Pedro Bay,211.787,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Pelican,798.502,0,0,0,0,,,,Southeast,PCE,Final
2011,Blind Slough,618,0,0,10803,0,,,,Southeast,EIA,Final
2011,Pilot Point,443.084,0,0,0,5.517,,,,Bristol Bay,PCE,Final
2011,Port Heiden,490.07,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Kongiganak,671.839,0,0,0,44,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Ruby,732.5764,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Saint George,420.732,0,0,0,0,,,,Aleutians,PCE,Final
2011,Saint Paul,4295.975,0,0,0,0,,,,Aleutians,PCE,Final
2011,Seward,44,0,0,0,0,,,,Railbelt,EIA,Final
2011,Blue Lake,0,0,0,56154,0,,,,Southeast,EIA,Final
2011,Green Lake,0,0,0,58996,0,,,,Southeast,EIA,Final
2011,Jarvis Street,1386,0,0,0,0,,,,Southeast,EIA,Final
2011,Takotna,194.5705,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Port Alsworth,648.313,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Tanana,1146.596,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Tatitlek,472.204,0,0,0,0,,,,Copper River/Chugach,PCE,Final
2011,Adak,1908.416,0,0,0,0,,,,Aleutians,PCE,Final
2011,Sand Point,4313.795,0,0,0,0,,,,Aleutians,PCE,Final
2011,Manley Hot Springs,434.1617,0,0,0,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2011,Tenakee Springs,416.313,0,0,0,0,,,,Southeast,PCE,Final
2011,Tuluksak,606.7231,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Tuntutuliak,970.951,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,Twin Hills,282.2418,0,0,0,0,,,,Bristol Bay,PCE,Final
2011,Nikolski,211.643,0,0,0,0.66,,,,Aleutians,PCE,Final
2011,Unalakleet,3497.944,0,0,0,921.367,,,,Bering Straits,PCE,Final
2011,Unalaska Power Module,43500,0,0,0,0,,,,Aleutians,PCE,Final
2011,Newtok,426.984,0,0,0,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2011,White Mountain,369.216,0,0,0,0,,,,Bering Straits,PCE,Final
2011,Wrangell,1374,0,0,0,0,,,,Southeast,EIA,Final
2011,Yakutat,6511.709,0,0,0,0,,,,Southeast,PCE,Final
2012,Akiachak,1928,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Akiak,1182,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Akutan,320,0,0,365,0,,,,Aleutians,PCE,Final
2012,Annex Creek,0,0,0,21935,0,,,,Southeast,EIA,Final
2012,Auke Bay,592,0,0,0,0,,,,Southeast,EIA,Final
2012,Gold Creek,0,0,0,3987,0,,,,Southeast,EIA,Final
2012,Lake Dorothy,0,0,0,84467,0,,,,Southeast,EIA,Final
2012,Lemon Creek,230,0,0,0,0,,,,Southeast,EIA,Final
2012,Salmon Creek 1,0,0,0,28396,0,,,,Southeast,EIA,Final
2012,Snettisham,0,0,0,290422,0,,,,Southeast,EIA,Final
2012,Delta Wind Farm,0,0,0,0,989,,,,Railbelt,AEA,Final
2012,Allakaket,690,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Bettles,582,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Black Bear Lake,0,0,0,19497,0,,,,Southeast,EIA,Final
2012,Craig,1600,0,0,0,0,,,,Southeast,EIA,Final
2012,Eagle,769,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,False Island,726,0,0,0,0,,,,Southeast,EIA,Final
2012,Goat Lake,0,0,0,16298,0,,,,Southeast,EIA,Final
2012,Haines,-37,0,0,0,0,,,,Southeast,EIA,Final
2012,Healy Lake,77,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Hydaburg,34,0,0,0,0,,,,Southeast,EIA,Final
2012,Kasidaya Creek,0,0,0,6915,0,,,,Southeast,EIA,Final
2012,Naukati Bay,415,0,0,,0,,,,Southeast,PCE,Final
2012,Northway,1270,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Skagway,-45,0,0,3331,0,,,,Southeast,EIA,Final
2012,Slana,1352,0,0,,0,,,,Copper River/Chugach,PCE,Final
2012,South Fork,0,0,0,6614,0,,,,Southeast,EIA,Final
2012,Thorne Bay Plant,31,0,0,0,0,,,,Southeast,EIA,Final
2012,Tok,10151,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Viking,-34,0,0,0,0,,,,Southeast,EIA,Final
2012,Whale Pass,287,0,0,,0,,,,Southeast,PCE,Final
2012,Alakanuk,2031,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Ambler,1312,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Anvik,417,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Brevig Mission,1185,0,0,,0,,,,Bering Straits,PCE,Final
2012,Chevak,1767,0,0,,822,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Eek,818,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Ekwok,503,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Elim,1182,0,0,,0,,,,Bering Straits,PCE,Final
2012,Emmonak,2866,0,0,,504,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Gambell,1465,0,0,,453,,,,Bering Straits,PCE,Final
2012,Goodnews Bay,830,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Grayling,563,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Holy Cross,617,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Hooper Bay,2740,0,0,,637,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Huslia,1033,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Kaltag,753,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Kasigluk,2492,0,0,,517,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Kiana,1500,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Kivalina,1208,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Kotlik,2034,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Koyuk,1324,0,0,,0,,,,Bering Straits,PCE,Final
2012,Marshall,1627,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Mekoryuk,775,0,0,,184,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Minto,652,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Mountain Village,2853,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,New Stuyahok,1443,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Noatak,1864,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Noorvik,2003,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Nulato,1064,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Old Harbor,853,0,0,,0,,,,Kodiak,PCE,Final
2012,Pilot Station,1814,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Quinhagak,1381,0,0,,536,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Russian Mission,1034,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Saint Mary's,3271,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Saint Michael,1798,0,0,,0,,,,Bering Straits,PCE,Final
2012,Savoonga,1904,0,0,,242,,,,Bering Straits,PCE,Final
2012,Scammon Bay,1649,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Selawik,3137,0,0,,95,,,,Northwest Arctic,PCE,Final
2012,Shageluk,359,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Shaktoolik,813,0,0,,148,,,,Bering Straits,PCE,Final
2012,Shishmaref,1600,0,0,,0,,,,Bering Straits,PCE,Final
2012,Shungnak,1574,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Stebbins,1414,0,0,,0,,,,Bering Straits,PCE,Final
2012,Teller,819,0,0,,0,,,,Bering Straits,PCE,Final
2012,Togiak,3032,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Toksook Bay,2546,0,0,,640,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Upper Kalskag,1411,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Wales,585,0,0,,0,,,,Bering Straits,PCE,Final
2012,Karluk,266,0,0,,0,,,,Kodiak,PCE,Final
2012,Anchorage 1,51,54582,0,0,0,,,,Railbelt,EIA,Final
2012,Eklutna Lake,0,0,0,71126,0,,,,Railbelt,EIA,Final
2012,George M Sullivan Generation Plant 2,1199,1005890,0,0,0,,,,Railbelt,EIA,Final
2012,Aniak,2717,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Atka,404,0,0,6,0,,,,Aleutians,PCE,Final
2012,Atmautluak,741,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Aurora Energy,0,0,201405,0,0,,,,Railbelt,EIA,Final
2012,Barrow,0,49580,0,0,0,,,,North Slope,EIA,Final
2012,Beaver,328,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Bethel,44177,0,0,,0,,,,Lower Yukon-Kuskokwim,PCE,Final
2012,Buckland,1562,0,0,,0,,,,Northwest Arctic,PCE,Final
2012,Chalkyitsik,290,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Chenega Bay,298,0,0,,0,,,,Copper River/Chugach,PCE,Final
2012,Chignik,965,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Chignik Lagoon,446,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Chignik Lake,381,0,0,,0,,,,Bristol Bay,PCE,Final
2012,Chitina,529,0,0,,0,,,,Copper River/Chugach,PCE,Final
2012,Beluga,0,2009571,0,0,0,,,,Railbelt,EIA,Final
2012,Cooper Lake,0,0,0,77589,0,,,,Railbelt,EIA,Final
2012,International,0,56163,0,0,0,,,,Railbelt,EIA,Final
2012,Circle,394,0,0,,0,,,,Yukon-Koyukuk/Upper Tanana,PCE,Final
2012,Glennallen,12204,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2012,Solomon Gulch,0,0,0,44135,0,,,,Copper River/Chugach,EIA,Final
2012,Valdez,4426,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2012,Valdez Cogen,29655,0,0,0,0,,,,Copper River/Chugach,EIA,Final
2012,Humpback Creek,0,0,0,3477,0,,,,Copper River/Chugach,EIA,Final
2012,Orca,10786,0,0,0,0,,,,Copper River/Chugach,EIA,Final
